time,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r
50.18,4.26988172408209,-11.4686268138532,-28.2147424801138,0.367980507522952,-8.12714279400355,20.1215438839243,9.59842979928981,-8.92851853379345,-18.7688771421945,-10.4670647412656,-1.23583774128583,9.00896684819279
50.185,3.91362468467157,-11.4732753678919,-28.3466165187998,0.578901301410751,-8.13978761363945,20.2488234668579,9.25174545449198,-8.83741955214762,-18.7045508190214,-10.3005210467365,-1.19933184216846,8.89198471093728
50.19,3.57855693384976,-11.4865522988393,-28.4616321559107,0.753359873781852,-8.14001426826048,20.3711452694334,8.90629219479332,-8.74652050383714,-18.6474714534735,-10.1370334438434,-1.16699575675617,8.77466531535035
50.195,3.26491123156084,-11.5086616930034,-28.558599949046,0.891394733928659,-8.12764753272122,20.486843774619,8.56177208244678,-8.65545147966352,-18.5983138010074,-9.97539739496195,-1.13963169552206,8.6574403376906
50.2,2.97275323410979,-11.5397102627266,-28.6365239597241,0.993342300203889,-8.10259764249813,20.5943716673258,8.21791996498523,-8.56388085669488,-18.557692435295,-9.8144367410802,-1.11793641991683,8.54081501565487
50.205,2.70197401654794,-11.579698344625,-28.6946195367517,1.05984307756162,-8.06486858100763,20.692323023508,7.87450249517672,-8.47152238814367,-18.5261562546478,-9.65301432732686,-1.10249454700297,8.42536323257741
50.21,2.45228569151048,-11.6285131001081,-28.732328147952,1.09184249499705,-8.01456451282916,20.7794546937598,7.53131722777526,-8.37814147657447,-18.5041833358084,-9.49004287060723,-1.09377366719287,8.31172075704634
50.215,2.22322016990943,-11.6859241316166,-28.7493288937186,1.09058631792781,-7.95189418292828,20.8547053688621,7.18819181449717,-8.28356048123509,-18.492176152683,-9.32449594858072,-1.09212133134148,8.20057673505691
50.22,2.01413106475029,-11.7515816667871,-28.7455463820272,1.05761067130225,-7.87717315495631,20.9172118262176,6.84498333039965,-8.18766293241869,-18.4904571859316,-9.15541897543571,-1.09776392484404,8.09266357750201
50.225,1.82419869900083,-11.8250173966604,-28.7211547030237,0.994726828961883,-7.79082381875021,20.9663218888193,6.50157777866283,-8.09039655142065,-18.4992649584706,-8.9819400182364,-1.11080740817073,7.98874542936426
